imdb_id	title
tt0071607	Herbie Rides Again
tt0050798	Old Yeller
tt0055277	The Parent Trap
tt0054195	Pollyanna
tt0107131	Homeward Bound: The Incredible Journey
tt0053271	The Shaggy Dog
tt0054357	Swiss Family Robinson
tt0059793	That Darn Cat!
tt0046672	20,000 Leagues Under the Sea
tt0106611	Cool Runnings
tt0109127	Angels in the Outfield
tt0042332	Cinderella
tt0063819	Winnie the Pooh and the Blustery Day
tt0038166	The Three Caballeros
tt0057546	The Sword in the Stone
tt0041890	So Dear to My Heart
tt0102798	Robin Hood: Prince of Thieves
tt0058331	Mary Poppins
tt0033563	Dumbo
tt0076538	Pete's Dragon
tt0066817	Bedknobs and Broomsticks
tt0043274	Alice in Wonderland
tt0082406	The Fox and the Hound
tt0116361	Freeway
tt0059742	The Sound of Music
tt0095016	Die Hard
tt0104692	The Lawnmower Man
tt0118044	Unhook the Stars
tt0114597	Synthetic Pleasures
tt0117582	The Secret Agent
